1591756322	1702040051343	700V	0.09A	15	30.61	128.57	124.87	28	1.84	12	1.35	3.54	15.21	14.79	2.19	7.39	3	0.24	0.821	2.61	
1591756359	1702510631988	500	0.124	14	0.56	0.248		20	2.48	11	3	1.79	8.06	7.86	1.21	3.93	3	0.134	0.436	1.39	
1591756367	1702510441375	900	0.1414	29	35.8	157	152.86	36	2.829	24	1.2	2.9987	12.725	12.366	1.7987	6.183	3	0.1998	0.687	2.18	
1591756446	1602040443082	300	0,433	7	7,77	1,443	45,62	12	2,02	6	0,6	1,5	6	5,8	0,9	2,9	3	9	0,0805	2,68	
1591756487	1602040281783	300	0.066	5	55	220	212.88	12	1.33	4	0.9	2.26	9.02	8.73	1.36	4.37	3	0.151	0.485	154.54	
1591756526	1702040557118	400	0,0722	7	43,75	180,5	175	16	1,443	5	0,9	2,401	11,09	10,827	1,501	5,4135	3,0005	0,167	0,6015	1914,6	
1591756539	1702040185471	300	0.138	10	333	460	317.35	12	2.77	8	0.45	1.04	4.33	4.20	0.59	2.10	1	0.51	2.10	6685	
1591756605	0802510099737	4000	0.1415	22.517	14073	35370	32451	16	2.8290	17.3205	0.45	2.1641	5.6557	5.2266	1.7141	2.6133	3	0.1905	0.2903	92475	
1591756614	1502511066776	800	0.121	22	34.38	151.25	147.29	32	2.425	18	1.2	3.06	13.2	12.84	1.86	12.84	3	0.111	0.713	2270	
1591756659	1702040192321	500	0.089	10	400	178		20	1.79	8	1.05										
1591756672	1502041023631	600	0.10	14	38	166	161.6	24	2.08	36	1.05	8.3	11.5	8	7.25	4	3	0.805	0.44	1401	
1591756697	1302040279399	900	0.124	26	0.000032	0.00013	0.000126	36	2.482	21	1.35	3.40	14.50	14.1	2.05	7.05	3	0.22	0.7833	0.00249	
1591756710	7836	600	0.1125	16	44.4	185.5	180.107	24	2.251	12	0.9	2.368	10.66	10.39	1.468	5.19	3	0.16311	0.5766	1835	
1591756804	1702510648377	600	0.109	15	41.66	181.66	176.81	24	2.19	12	1.05	2.502	10.95	10.66	1.452	5.33	1.73	0.485	1.78	5.66	
1591756885	1502511091339	600	0.13	18	50	216.76	210.82	24	2.598	14	0.9	2.074	9.237	9	1.174	4.5	3	0.13	1.125	3500	
1591756966	1602040514820	300	0.11	8	88.8	373	131	12	2.25	6	0.45	1.18	5.3	5.16	0.73	2.58	3	0.081	0.286	911	
1591756982	1502510169977	400	0,14	13	81,25	350	340	16	2,77	10	0,45	1,30	5,78	5,63	0,85	2,815	3	0,094	0,313	996	
1591757009	1702040801336	900	0.072	15	18.52	80	78	36	1.44	12	2.25	5.7	25	24.34	3.45	12.2	3	0.383	1.355	0.00432	
1591757018	1702510106815	700	0.1212	20		173.14		28	2.425	16	1.05										
1591757090	1702040325311	600	0.1068	15	41.6	178	173.03	24	2.136	12	1.05	2.63	11.24	10.927	1.58	5.463	3	0.1772	0.607	2023	
1591757213	1502511027474	600	0.12	16	0.4	2	1.96	24	2.31	13	0.9	2.44	10.39	10.1	1.54	5.05	3	0.17			
1591757214	1702510629803	300	0.098	7	.7.7	32.6	31.67	12	1.962	5	0.45	1.29	6.11	5.97	0.84	2.98	3.00	0.09	0.33	10.5	
1591757255	1702510729090	800	0,080	15	23	100	97,31	32	1,61	12	0,8	4,62	19,87	19,32	3,82	9,66	3	0,424	2,415	7687	
1591757261	1502040115404	600	0.1212	17	47.2	202	196.4	24	2.42	13	0.9	5.37	9.9173	8.33	4.47	4.16	3	0.4966	0.4622	1471.2	
1591757262	1702040356060	800	0,089	17	26,563	11,125	24,12	32	1,79	13	1,65	4,057	17,87	17,40	2,407	8,7	3	0,267	0,97	3087	
1591757284	1602041003098	300v	0.078	5	55.56	260	254	12	1.56	4	0.6	1.64	7.69	7.51	1.04	3.755	3	0.12	0.417	1327	
1591757292	1702040992650	600	0.124	17	47.22	206.67	201.2	24	2.48	14	0.9	2.28	9.68	9.41	1.38	4.7	3	0.153	0.522	1661.58	
1591757293	1602510445897	500	0.118	14	56	236	229.26	20	2.32	11	0.75	2.04	8.62	8.38	1.29	4.19	3	0.143	1.05	334	
1591757333	1702040039697	600	0.06	8	20	100		24	1.21	7	1.95	4.78	19.83	19.25	2.83	9.62	3	0.31	1.07	3406	
1591757334	 1702040589777	900	0.10	22	0.27	11	120.92	6	2.08	17	1.5	3.92	17.3	16.85	2.42	8.425	3	0.268	0.936	2.979	
1591757335	1702040019081	900	0.072	15	18.5	80	78	36	1.443	12	2.25	5.77	25	24.75	3.52	12.38	3	0.383	1.35	4300	
1591757385	1702040274588	500	0.075	9	36	150	145.6	20	1.5	7	1.2	3.11	13.33	12.96	1.91	6.48	3	0.6367	0.72	2.292	
1591757416	1602510573982	300	0.127	9	100	423	411.01	12	2.540	7	0.45	1.08	4.72	4.60	0.63	4.60	3	0.068	0.250	796	
1591757425																					
1591757443	1702510158680	700	1,45<3	16	327																
1591757445	1602510068615	900	0,09	19	23,4	100	97,2	36	1,85	15	1,8	4,38	19,46	18,96	2,58	9,48	3	0,29	1,05	3342,24	
1591757447	1702510539014	600	0.072	10	27.7	120	116.75	24	1.44	8	1.5	3.86	16.66	16.206	2.36	8.103	3	0.262	0.9003	2865	
1591757449	1602510903721	900	0.0606	13	16	67	65.06	36	1.2124	10	2.7	6.80	29.7	28.91	4.1	14.4	1	4.1	14.45	0.046	
1591757470	1702510688370	300	0.1154	8	88.8	384	373.59	12	2.309	6	0.45	1.125	5.17	5.0737	0.675	2.5368	3	0.075	0.6342	2.018	
1591757504	1702510218196	300	0.078	5	56	260	254	12	1.6	4	0.6	1.6	7.5	7.3	1	3.65	3	0.1	0.41	131	L2k değeri sınav kağıdımda 1.31 mH olarak yazıyor. Burada mikro şeklinde yazdım.
1591757526	1702510611946	500	0.106	12	48	212	210	20	2.136	12	0.9	2.63	9.36	8.98	1.73	4.49	3	0.19	0.498	1580	
1591757590	1702510179560	700	0.101	16	32.65	142.85	139.06	28	2.02	13	1.2	3.186	13.86	13.49	1.986	6.745	3	0.221	0.750	2387.32	
1591757620	1402040471294	300	0.109697	8	88	365	354.233	12	2.188	6	0.435	1.25339	5.48446	5.3393	0.81839	2.66965	3	0.09093	0.2966	944	Sargı uçları açıkken tek faz gerilimleri statorda 300V , rotorda 99.99V
1591757686	1702040505068	800	0.106	20	31.25	132.5	128.76	32	2.136	16	1.35	3.50	14.98	7.28	2.15	7.28	3	0.24	0.81	1718	MEVLÜT KADİR YILDIRIM
1591757708	1702510138479	400	0,110	10	6,25x10^-3	275	275	16	2,194	8	0,6	1,66	7,29	4,53	1,06	2,28	2,999	0,118	0,254	809	
1591757843	1502041051828	400	0.095	9	56.25	237.5	230.743	16	1.91	7	0.75	1.92	8.38	8.16	1.17	4.08	3	0.13	0.453	1442	
1591757849	1702510158680	700	2,51	16	3270	3,59	3269	28	5,02	11	0,66	0,44	5,58	5,56	0,22	2,78	0,01	2200	278	21000,833	
1591757892	1702040653427	900	0.112	23	28	125	122	36	2.252	19	1.5	3.75	16	15.5	2.25	7.75	3	0.25	0.86		
1591757897	1702510424087	400	0.12	11	68.75	300	292.02	16	0.42	9	0.40	50	38.10	32.38	49.4	16.19	3.0005	5.49	1.80	141	
1591757928	1702040103394	500	0.12	14	56	240	233.4	20	2.42	11	0.75	1.88	8.26	8.04	1.13	4.02	3	0.125	0.45	1430	
1591757935	1302510955914	900	0,121	25	30,86 	1245,55	1206,3	36	2,425	20	1,35 	4,251 	14,845 	14,202	2,901	7,101	3	0,322	0,778	2477,707	
1591757950	1502040765360	300	0.0635	4	44.4	211.67	206.96	12	1.27	4	1.035	2.48	9.45	9.12	1.445	4.56	3	0.16	1.013	3220	
1591757957	1702510944990 	700	0,113	18	36,7	161	160,8	28	2,251	15	1,2	2,96	12,4	12,04	1,76	6,02	3	0,195	0,669	2129	
1591757963	1602040531955	400	0.075	7	44	187.5	182	16	1.501	6	1.05	2.66	10.66	10.32	1.61	5.16	3	0.179	0.573	1824	
1591757966	1702040084994	700	0,115470053	19000	0,03877551	0,1649572186	0,161870979	300	2,309401077	15000	1,05										
1591757968	1702510717002	700	0.098	16	32.65	140	136.139	28	196.30	13	1.35	337.3	142	142	1.35	0.71	1.732	0.45	0.177	563	
1591757970	1702510759521	900	0,0836	17	20,9	92,8	90,41	36	1,66	14	1,95	5,08	21,68	21,07	3,13	10,535	3	0,347	1,15	3662	
1591758014	1502040133676	400	0,103	10	62,5	257	249,3	16	2,07	8	0,75	1,87	7,72	7,5	1,12	3,75	3	0,373	0,9375	2985	
1591758055	1702040569313	700	0.138	22	4489.8	197.14	4485.47	28	2.765	18	0.885	2.35	10.13	9.854	1.46	4.93	3.0	0.162	0.547	174	
1591758063	1602510497668	800	0.101	20	93.8	126	84.12	32	2.14	16	1.35	3.49	14.96	14.55	2.14	7.3	3	0.24	1.83		
1591758070	1602040376270	500	0.0693	8	32	138.6	135	20	1.386	6	1.2	3.12	14.43	13.65	1.92	6.825	3	0.213	0.758	2413	
1591758071	1602510233568	500	0.066	13.86	55.44	132	131.8	20	1.33	10.4	1.35	5.88	15.04	3.75	4.53						
1591758078	1402040715067	600	0.086	12	0.033	1.43	1.42	24	1.733	10	1.35	3.33	13.87	13.46	1.98	6.73	2.92	0.65	1.68	535	
1591758083	1402510123562	600	0.08	11	31	133	129.34	24	1.62	9	1.35	3.43	14.82	14.42	2.08	14.42	3.00	0.23	1.60	509	
1591758083	1402511001848	700	0,1414	23	46,94	202	196,47	28	2,82	18	0,9	2,26	9,92	9,66	0,15	4,83	3	0,15	0,537	1709	
1591758206	1702040496049	600	0.098	14	38.6	163	158.36	24	1.963	11	1.2	2.86	12.2	2.0	1.66	1.0	3	0.184	0.1	318	
1591758282	1502040362376	800	0.0721	13	20	90	87.74	32	1.443	11	2.1	5.28	22.2	21.56	3.18	10.78	3	0.353	1.197	3820	
1591758302	1502510356515	500	0.066	8	32	132	128	20	1.328	6	1.35	3.4	15.06	14.67	2.05	7.34	3	0.23	0.81	258	
1591758334	1502510716563																				Bu soruya vaktim yetmedi yetiştiremedim. Boş bıraktım.
1591758350	1602510912254	300	0.113	8	88.89	376.67	387.016	12	2.252	6	0.45	1.183	5.329	5.196	0.733	2.598	3	0.0814	0.289	920.382	
1591758447																					
1591758448	1702510944990 	700	0.113	18	36.7	161	160.8	28	2.251	15	1.2	2.96	12.4	12.04	1.76	6.02	3	0.195	0.669	2129	
1591758455	1702510759521	900	0.0836	17	20.9	92.8	90.41	36	1.66	14	1.95	5.08	21.68	21.07	3.13	10.535	3	0.347	1.15	3662	
1591758468	1702510554498	700	0.12	34.64	70	171	156	28	2.42	27.71	1.05	11.45	11.57								
1591758478	1702040317962	300	0.101	7	0.000337	0.0000777	0.0003279	12	2.02	6	0.6	1.470	5.94	5.75	0.87	2.87	3	0.096	0.7175	0.00228	
1591758500	1702510541130	700	0.132	21	42.85	188.5	183	28	2.655	17	0.9	2.41	10.546	10.266	1.51	5.133	3	0.168	1.283	4085	
1591758575	1702040261901	800	0,0722	13	203,1	902,5	879,3501	32	1,4433	11	1,40	5,2805	22,1714	21,5333	3,8805	10,7676	3	34,9245	1,1964		
1591758616	3058	400	0.103	10	62.5	257.5	250	16	2.078	8	0.75	1.85	7.7	14.245	1.1	7.125	3	10	0.80	2.547	
1591758643	1602510208964	900	0.107	22	27.1	118	114.85	36	2.14	18	1.65	3.93	16.82	16.354	2.28	8.177	3	0.313	0.909	2900	
1591758707	1402510696003	800	0,112	21	33	140	136,055	32	2,251	17	1,35	3,36	14,2	12,03	6,2	6,015	2,99	0,7	0,67	2100	hocam bu 2.soru
1591758721	1702040123157	400	0,1386	13	81,25	346,5	336,8393	16	2,7713	10	0,66	1,3021	5,7735	5,6248	0,6421	2,8124	3	0,071	0,3125	995	
1591758761	1702510741554																				hocam ne yazık ki süreyi yetiştiremediğim için  bu soruda hiç bir işlemim yok ücüncü soruyu yaptım
1591758791	1402510919173	400	0,095	9	56,25	237,5	230,74	16	1,91	7	0,75	1,93	8,40	8,2	1,18	4,1	3	0,131	0,46	1465	sınavda L2k=1.464mH olarak buldum.
1591758801	1402040895787	600	0.084	12	33.3	140	136	24	1.67	9	1.35	3.23	14.37	14.002	1.88	7	3	0.47	1.75	5570	
1591758822	1702510705321	800	0.0635	12	18.75	79.375	77.0	32	1.27	9	2.25	5.58	25.19	24.56	3.33	12.28	2.99	0.370	1.36	4330	
1591758841	170204077-4172	500	0,1328	15	0,015 mS	0,266 mS	0,2655 mS	20	2,6558	12	0,75	1,701	7,531	7,336	0,951	3,67	2,997	0,106	0,918	2,922	
1591758933	1702510781105	400	0.1010	9	5.625	2.525	5.026	16	2.020	7	0.75	1.71	8	7.81	0.04	4	3	0.004	0.44	5.605*10^-4	
1591758949	1402040715067	600	0.086	12	0.033	1.43	1.42	24	1.733	10	1.35	3.33	13.87	13.46	1.98	6.73	2.92	0.65	1.68	535	
1591758979	1602510639163	800	0,0924	17	0,27	0,12	0,25	32	1,8475	14	1,65	4,102	17,321	16,825	2,452	8,4141	2,99995	0,2725	2,104	670	gc , y0, bm değerlerini kağıtta S olarak almıştım hocam.
1591758987	1702510803259	700	0.0895	14	28.57	127.86	124.63	28	1.7897	12	1.5	3.75	15.65	15.19	2.25	7.60	3	0.25	0.84	2670	
1591758993	1402511012284	400	0.115	11	68.75	287.5	114.47	16	2.309	9	0.600	1.68	6.93	6.72	1.08	3.36	2.3866	0.190	0.593	1888	
1591759114	1702040692396	300	0.089	6	66.67	296.67	289.08	12	1.789	5	1.2	1.5622	6.707	6.5225	0.362	3.261	3	40.22	0.3623	0,0011538	
1591759115	1702510692197																				Hocam bu soruya (2.soru) sürem yetmedi maalesef. Cevapları boş girdim bu platforma.
1591759208	1702510059203	400	0,109	10	62,5	272,5	70,3	16	2,19	8	0,6	1,66	7,3	7,10	1,06	3,55	3	0,117	0,88	2801	
1591759233	1702040621706	600	0.092	13	36.1	153.3	149	24	1.848	10	1.2	2.93	13	12.67	1.73	6.335	3	0.192	0.704	2240.9	
1591759263	1702040251494	400	0.11	10	62.5	275	267.8	16	2.19	8	0.6	1.67	7.30	7.11	1.07	3.55	3	0.12	0.39	12	
1591759272	1702040049116	300	0,132	9	100	440	428,48	12	2,655	7	0,45	0,993	4,519	4,038	0,543	2,019	3	0,060	0,224	0,713	
1591759321	1702040534081	600	0.0779	11	30.5	129	125.34	24	1.558	9	1.5	3.70	15.404	14.9	2.2	7.45	3	0.2444	0.827	2.6337	
1591759342	1702510015202	900	0.9	24	15	225	75.24	36	2.309	19	1.35	3.56	15.59	15.17	2.21	7.12	2.3866	0.39	1.26	3999	Rotar sargı uçları açıkken tek faz gerilimleri statorda 400V rotar da = 167.6 V 
1591759363	1702510015202	900	0.9	24	15	225	75.24	36	2.309	19	1.35	3.56	15.59	15.17	2.21	7.12	2.3866	0.39	1.26	3999	Rotar sargı uçları açıkken tek faz gerilimleri statorda 400V rotar da = 167.6 V 
1591759386	1702040155291	600	0.141	20	55.5	235	228.3	24	2.82	16	0.75	2.01	8.51	8.26	1.26	4.13	3.00	0.140	0.459	1461	Hocam ben sınav kağıdında N2/N1 şeklinde buldum.0.333 yazdım.Bakabilirsiniz.Buraya da N1/N2 değerini yazıyorum bilgilerinize arz ederim.
1591759386	1602040677721	500	0.1010	12	48	202	196.2141	20	2.02	9	0.9	2.205	9.9	9.65	1.305	4.825	3	0.0522	0.193		
1591759493	1702510574155	300	0,0952	7	77.777 (77.8)	317,33	307,645	12	1,9052	5	0,6	4,132	6,298	22,6	3,532	11,3	3	0,3924	1,255	400	
1591759509	1702510367836	600	0.1125	16	44.4	185.5	180.107	24	2.251	12	0.89	2.368	10.66	10.39	1.468	5.19	3	0.16311	0.5766	1835	
1591759549	1702510308748	400	0.080	7	43.75	200	195.15	300	1.616	6	0.885	2.297	185.64	185.625	1.412	92.81	3	0.1568	23.20	0.0738	
1591759551	1702510674365	400	0,116	11	68,75	116	93,43	16	2,309	9	0,60	1,68	6,93	6,72	1,08	3,36	3	0,12	0,37	1177	
1591759558	1702040077413	700	0.101	16	32.6	144	140	28	2.02	13	1.2	3.18	13.86	13.49	1.98	6.74	3	0.220	0.748	700.6	
1591759570	1602510556818	400	77.95	7	43.75	194.88	189.9	16	1.56	6	1.05	2.5	10	9.68	1.45	4.84	3	0.161	0.54	1720	
1591759576	1702040229798	600	1.101	14	3,8	168	167.9	24	2.02	11	1,05	5,44	11.88		4,39		3	0.487			
1591759693	1702040963929	600	0.109	15	41.6	181	176.15	24	2.19	12	1.05	2.50	10.95	10.66	1.45	5.33	3	0.161	0.592	1884	
1591759716	1702040468211	400	0.118356805	11	68.75	295	286.87	16	2.367136103	9	0.60	1.61	6.76	6.56	1.01	3.28	3	0.11	0.36	1150	
1591759929																					
1591759937	1502040729028	500	0.135	16	64	270	262	20	2.713	13	0.75	1.766	7.371	7.156	1.016	3.578	3	0.112		359	N1/N2=2.999 BENDE YAKLAŞIK 3 ALDIM
1591760004	1502511041431	300	0,133	9000	100000	443	100000	12	2,656	7000	0,45	992	4,52	992	991,55	496	3	110,172	124	3951	
1591760214	1702040049116	300	0,132	9	100	440	428,48	12	2,655	7	0,45	0,993	4,519	4,038	0,543	2,019	3	0,060	0,224	713	
1591760234	1702040291911	300	0.109	8	89	363	351.9	12	2.19	6	0.45	1.25	5.47	5.32	0.8	2.66	3	0.088	0.29	923	
1591760287	1702510095176	400	0.078	7	43.7	195	190	16	1.56	6	1.05	2.465	10.26	9.96	1.415	4.98	3	0.157	0.553	1760	
1591760332	1702510574155	300	0.0952	7	77.777 (77.8)	317.33	307.645	12	1.9052	5	0.6	4.132	6.298	22.6	3.532	11.3	3	0.3924	1.255	400	Stator üçgen bağlı olduğu için son iki veri aynıdır.  (ONDALIK OLARAK NOKTA ISTENİLDİĞİ İÇİN TEKRAR GİRİLDİ.)
1591760411	1702040703932	800	0,07794	14	21,88	97,43	94,94	32	1,56	12	1,95	13,15	20,51	15,74	11,2	0,874	3	0,133	0,874	2,913	
1591760444	160251021-9516	900	0.130	27	33.3	144	140.17	36	2.59	22	1.35	3.28	13.9	13.507	0.9	6.753	3	0.1	075	2388.53	
1591760506	1702510774950	600	0.97	14	38	161	156.4	24	1.95	11	1.201	2.89	12.3	11.95	1.689	5.97	3	0.18	1.4925	475	
1591760515	1702510529091	300	0.1010	7000	78000	583	24664.469	12	2.021	6000	0.60	1469.15	148.441	2744.09	1468.55	1372.045	3	163.160	343.011	109200	
1591760526	1702040644931	300	0.09	6	66	300	0.0857	12	1.84	5	0.6	1.47	6.52	40.34	0.87	20.17	3	0.1	0.80	2.54	
1591760545	1702040722813	300	0.098	7	77.778	326.667	317.273	12	1.963	5	0.45	1.298	6.113	5.97	0.848	2.985	3	0.094	0.332	1000	
1591760581	1702040703932	800	0,07794	14	21,88	97,43	94,94	32	1,56	12	1,95	13,15	20,51	15,74	11,2	7,87	3	0,133	0,874	2913	
1591760627	1702040505068	800	0.106	20	31.25	132.5	128.76	32	2.136	16	1.35	3.50	14.98	14.56	2.15	7.28	3	0.24	0.81	1718	
1591760634	1702510574155	300	0.0952	7	77.777 (77.8)	317.33	307.645	12	1.9052	5	0.6	4.132	6.298	22.6	3.532	11.3	3	0.3924	1.255	400	(ONDALIK OLARAK NOKTA ISTENİLDİĞİ İÇİN TEKRAR GİRİLDİ.)
1591760673	1702040525355	400	0.109	10	6.25	27.2	26.45	16	2.193	8	0.60	1.67	7.29	7.10	1.07	3.55	3	0.118	0.394	1254	
1591760793	1702040749586	400	0.127	12	7.5	7.93	2.5785	16	2.540	9	0.6	1.395	3.636	3.357	0.69	1.67	3	6.21	0.185	588.87	
1591760846	1702040246492	600	0,0953	13	36,1	158,83	154,67	24	1,9053	11	0,80	3,0302	12,5664	12,1956	2,2302	6,0978	3	0,7434	2,0326	6775,3	
1591760861	1602510159613	400	0.104	10	62.5	260	5.68	16	2.078	8	0.75	1.85	7.7	7.47	9.9		3	9.9	0.122	0,0388	
1591760936	4595	400	0.063508	6	37.5	158.77132	154.279234	16	1.270170	5	1.2	3.01	12.6	12.2352	1.81	6.12	3	0.201041	0.68	2164.5	
1591761013	1502510516231	400	0.08	7	43.75	200	195.15	16	1.61	6	0.90	2.31	9.94	9.67	1.41	4.835	3.0	0.156	0.538	171	
